Distance,Year,Color,MotorState,ChassisState,Guarantee,GearboxModel,PaymentMode,Price,Block
۵۱٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,اتوماتیک,قسطی,توافقی
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی و قسطی,توافقی
۰,1401,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,اتوماتیک,نقدی و قسطی,توافقی
۱۳٬۰۰۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,دنده‌ای,نقدی,۱۹۰٬۰۰۰٬۰۰۰ تومان
۲۸۸٬۰۰۰,1385,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۱۰ ماه,اتوماتیک,نقدی و قسطی,توافقی
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی,توافقی
۷۸٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,اتوماتیک,نقدی,۷۳۰٬۰۰۰٬۰۰۰ تومان
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,دنده‌ای,نقدی,۳۸۹٬۰۰۰٬۰۰۰ تومان
۱۰٬۲۰۰,1399,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱ ماه,دنده‌ای,نقدی,توافقی
۲۶۵٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۱ ماه,دنده‌ای,نقدی,۱۵۵٬۰۰۰٬۰۰۰ تومان
۱۷۰٬۰۰۰,1387,خاکستری,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,دنده‌ای,نقدی و قسطی,توافقی
۲۰۸٬۰۰۰,1395,نوک‌مدادی,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,دنده‌ای,نقدی,۱۲۸٬۰۰۰٬۰۰۰ تومان
۷۰٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی,توافقی
۰,1398,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی و قسطی,توافقی
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی و قسطی,توافقی
۳۵٬۰۰۰,1399,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,دنده‌ای,"نقدی, قابل معاوضه",برای معاوضه
۹۰٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,رنگ‌شدگی,۱۲ ماه,اتوماتیک,نقدی و قسطی,توافقی
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی و قسطی,توافقی
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی و قسطی,توافقی
۰,1401,خاکستری,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی,۳۳۹٬۵۰۰٬۰۰۰ تومان
۱۶۰٬۰۰۰,1390,نقره‌ای,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی و قسطی,۴۸۰٬۰۰۰٬۰۰۰ تومان
۵۰٬۰۰۰,1397,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,اتوماتیک,نقدی و قسطی,۷۹۰٬۰۰۰٬۰۰۰ تومان
۰,1401,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی,غیرقابل نمایش
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی و قسطی,توافقی
۱۳٬۱۰۰,1400,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,دنده‌ای,نقدی,۱۹۸٬۰۰۰٬۰۰۰ تومان
۹۹٬۲۵۰,1394,سفید,سالم,سالم و پلمپ,دوررنگ,۷ ماه,دنده‌ای,نقدی,۲۰۵٬۰۰۰٬۰۰۰ تومان
۱۲۱٬۰۰۰,1378,یشمی,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,دنده‌ای,نقدی,۹۵٬۰۰۰٬۰۰۰ تومان
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی و قسطی,توافقی
۱۶۰٬۰۰۰,1388,مشکی,سالم,سالم و پلمپ,رنگ‌شدگی,۸ ماه,اتوماتیک,نقدی,۷۱۰٬۰۰۰٬۰۰۰ تومان
۶۷٬۰۰۰,1394,مشکی,سالم,سالم و پلمپ,خط و خش جزیی,۷ ماه,دنده‌ای,نقدی,۳۶۵٬۰۰۰٬۰۰۰ تومان
۴۲٬۰۰۰,2018,کربن‌بلک,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی,توافقی
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,دنده‌ای,قسطی,۹۵٬۰۰۰٬۰۰۰ تومان
۴۵٬۰۰۰,1398,خاکستری,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,نقدی,۲۳۷٬۰۰۰٬۰۰۰ تومان
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی,توافقی
۸۲٬۰۰۰,1398,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,اتوماتیک,نقدی,توافقی
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,دنده‌ای,نقدی,توافقی
۱۳۲٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۱ ماه,دنده‌ای,نقدی,توافقی
۷۵٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,اتوماتیک,نقدی,۳۶۸٬۵۰۰٬۰۰۰ تومان
۱۵۶٬۰۰۰,1389,خاکستری,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۶ ماه,دنده‌ای,نقدی,۱۵۹٬۰۰۰٬۰۰۰ تومان
۳۵٬۰۰۰,1399,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,دنده‌ای,نقدی,توافقی
۱۳۱٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,رنگ‌شدگی,۲ ماه,دنده‌ای,نقدی و قسطی,۲۰۳٬۰۰۰٬۰۰۰ تومان
۲۲۰٬۰۰۰,1387,سفید صدفی,سالم,سالم و پلمپ,رنگ‌شدگی,۱۱ ماه,اتوماتیک,"نقدی, قابل معاوضه",برای معاوضه
۰,1401,آلبالویی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی و قسطی,۱۶۸٬۰۰۰٬۰۰۰ تومان
۷۷٬۰۰۰,1398,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,نقدی,۲۷۲٬۰۰۰٬۰۰۰ تومان
۰,1400,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,اتوماتیک,نقدی,توافقی
۱۹۵٬۰۰۰,2010,مشکی,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,اتوماتیک,نقدی,۱٬۳۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۸٬۰۰۰,2016,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی,۱٬۰۴۰٬۰۰۰٬۰۰۰ تومان
۶۰٬۰۰۰,2015,قهوه‌ای,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی,۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان
۱۶۹٬۰۰۰,1390,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی,۵۰۰٬۰۰۰٬۰۰۰ تومان
۱۶٬۰۰۰,1400,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,اتوماتیک,نقدی,۱٬۱۱۰٬۰۰۰٬۰۰۰ تومان
۶۸٬۰۰۰,1397,خاکستری,سالم,سالم و پلمپ,خط و خش جزیی,۷ ماه,دنده‌ای,نقدی,۲۳۶٬۰۰۰٬۰۰۰ تومان
۷۳٬۰۰۰,1398,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,نقدی,توافقی
۱۱۹٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی,۳۵۷٬۰۰۰٬۰۰۰ تومان
۱٬۰۰۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,دنده‌ای,نقدی,۴۰۷٬۰۰۰٬۰۰۰ تومان
۱۲٬۰۰۰,2017,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی,۲٬۳۸۰٬۰۰۰٬۰۰۰ تومان
۱۲٬۰۰۰,2017,سفید صدفی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی,۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان
۳۱۵٬۰۰۰,1393,نقره‌ای,سالم,سالم و پلمپ,خط و خش جزیی,۲ ماه,اتوماتیک,نقدی,۲۹۰٬۰۰۰٬۰۰۰ تومان
۴۰۰٬۰۰۰,1994,یشمی,سالم,سالم و پلمپ,رنگ‌شدگی,۴ ماه,دنده‌ای,نقدی,۱۰۰٬۰۰۰٬۰۰۰ تومان
۹۰٬۰۰۰,1398,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی,۹۴۵٬۰۰۰٬۰۰۰ تومان
۰,1401,خاکستری,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,اتوماتیک,نقدی,۱٬۱۹۰٬۰۰۰٬۰۰۰ تومان
۹۰٬۰۰۰,2016,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,اتوماتیک,نقدی,۱٬۵۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۴٬۰۰۰,2017,مشکی,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,اتوماتیک,نقدی,۱٬۸۰۰٬۰۰۰٬۰۰۰ تومان
۳۰٬۰۰۰,1398,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی,۱٬۱۲۰٬۰۰۰٬۰۰۰ تومان
۷۰٬۰۰۰,2018,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی,۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان
۰,1401,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,قسطی,۴۶۰٬۰۰۰٬۰۰۰ تومان
۰,1401,بادمجانی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی و قسطی,۸۹۷٬۰۰۰٬۰۰۰ تومان
۴۰٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی,۹۳۰٬۰۰۰٬۰۰۰ تومان
۱۷۰٬۰۰۰,2008,نقره‌ای,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,اتوماتیک,نقدی,۱٬۹۰۰٬۰۰۰٬۰۰۰ تومان
۵۰٬۰۰۰,1398,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی,۱٬۱۰۰٬۰۰۰٬۰۰۰ تومان
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی و قسطی,۲۹۸٬۰۰۰٬۰۰۰ تومان
۱۵۹٬۰۰۰,1389,سربی,سالم,سالم و پلمپ,رنگ‌شدگی,۸ ماه,اتوماتیک,نقدی,غیرقابل نمایش
۱۱۷٬۰۰۰,2015,سفید,سالم,سالم و پلمپ,رنگ‌شدگی,۵ ماه,اتوماتیک,نقدی,۵۸۰٬۰۰۰٬۰۰۰ تومان
۰,1401,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,قسطی,توافقی
۰,1401,سفید صدفی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی,توافقی
۰,1401,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی,توافقی
۱۰۰٬۰۰۰,1395,آبی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,دنده‌ای,نقدی,۲۵۲٬۰۰۰٬۰۰۰ تومان
۲۵٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی,۵۷۵٬۰۰۰٬۰۰۰ تومان
۲۲۰٬۰۰۰,1388,نوک‌مدادی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,دنده‌ای,نقدی,۹۳٬۰۰۰٬۰۰۰ تومان
۰,1401,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,قسطی,توافقی
۸۵٬۰۰۰,1391,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,اتوماتیک,نقدی,۵۴۵٬۰۰۰٬۰۰۰ تومان
۴۵٬۰۰۰,1397,خاکستری,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,اتوماتیک,نقدی,۱٬۰۸۰٬۰۰۰٬۰۰۰ تومان
۰,1401,سفید صدفی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی,توافقی
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی و قسطی,توافقی
۴۵٬۰۰۰,1397,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی,۸۵۰٬۰۰۰٬۰۰۰ تومان
۰,1401,سفید صدفی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی,توافقی
۹٬۵۰۰,1400,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,دنده‌ای,نقدی,۳۰۵٬۰۰۰٬۰۰۰ تومان
۸۰٬۰۰۰,2016,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی و قسطی,۱٬۹۸۰٬۰۰۰٬۰۰۰ تومان
۵۸٬۹۷۷,2015,قهوه‌ای,سالم,سالم و پلمپ,خط و خش جزیی,۸ ماه,اتوماتیک,نقدی و قسطی,۱٬۷۲۲٬۰۰۰٬۰۰۰ تومان
۱۶۱٬۰۰۰,1394,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۹ ماه,اتوماتیک,نقدی,۳۵۶٬۰۰۰٬۰۰۰ تومان
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,دنده‌ای,نقدی,۱۷۸٬۰۰۰٬۰۰۰ تومان
۰,1401,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,اتوماتیک,نقدی,۱٬۱۷۷٬۰۰۰٬۰۰۰ تومان
۲۸۰٬۰۰۰,1382,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۲ ماه,دنده‌ای,نقدی,غیرقابل نمایش
۲۹۷٬۰۰۰,1385,سفید,سالم,سالم و پلمپ,دوررنگ,۶ ماه,دنده‌ای,نقدی,۱۳۱٬۰۰۰٬۰۰۰ تومان
۲۱۲٬۰۰۰,1394,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,نقدی,توافقی
۸۲٬۰۰۰,2014,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,اتوماتیک,نقدی,۳٬۳۰۰٬۰۰۰٬۰۰۰ تومان
۱۵۸٬۰۰۰,2012,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,اتوماتیک,نقدی و قسطی,۱٬۴۵۰٬۰۰۰٬۰۰۰ تومان
۰,1401,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,دنده‌ای,قسطی,۱۰۵٬۰۰۰٬۰۰۰ تومان
۱۰۰٬۰۰۰,2013,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی و قسطی,۱٬۵۹۰٬۰۰۰٬۰۰۰ تومان
۱۷۰٬۰۰۰,1391,نقرآبی,سالم,ضربه‌خورده,سالم و پلمپ,رنگ‌شدگی,۱۰ ماه,دنده‌ای,نقدی
۱۴۰٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,دنده‌ای,نقدی,۱۲۹٬۰۰۰٬۰۰۰ تومان
۱۲۰٬۰۰۰,1391,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,اتوماتیک,نقدی,۵۴۵٬۰۰۰٬۰۰۰ تومان
۱۱۵٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,نقدی,۲۲۰٬۰۰۰٬۰۰۰ تومان
۰,1401,سفید صدفی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی,توافقی
۰,1401,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی,توافقی
۶۰٬۰۰۰,2015,خاکستری,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی,۱٬۲۹۰٬۰۰۰٬۰۰۰ تومان
۲۲٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,اتوماتیک,نقدی,۵۵۷٬۰۰۰٬۰۰۰ تومان
۱۵۵٬۰۰۰,1388,نوک‌مدادی,سالم,سالم و پلمپ,رنگ‌شدگی,۱۲ ماه,دنده‌ای,نقدی,غیرقابل نمایش
۳۵٬۰۰۰,2017,سفید صدفی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,اتوماتیک,نقدی,۲٬۱۹۰٬۰۰۰٬۰۰۰ تومان
۲٬۵۰۰,1387,سفید,سالم,سالم و پلمپ,دوررنگ,۴ ماه,دنده‌ای,نقدی,۸۱٬۵۰۰٬۰۰۰ تومان
۲۰۰٬۰۰۰,1393,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,دنده‌ای,نقدی,۲۱۵٬۰۰۰٬۰۰۰ تومان
۱۶۷٬۰۰۰,1391,نوک‌مدادی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی,۱۴۰٬۰۰۰٬۰۰۰ تومان
۳۰۰٬۰۰۰,1382,سفید,سالم,ضربه‌خورده,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,دنده‌ای,نقدی
۳۳٬۰۰۰,1399,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,دنده‌ای,نقدی,۲۸۸٬۰۰۰٬۰۰۰ تومان
۲۰۰٬۰۰۰,1388,خاکستری,سالم,سالم و پلمپ,خط و خش جزیی,۷ ماه,اتوماتیک,نقدی,۲۱۰٬۰۰۰٬۰۰۰ تومان
۱۷٬۵۰۰,1399,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,دنده‌ای,نقدی,۱۷۹٬۰۰۰٬۰۰۰ تومان
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی,توافقی
۸۰٬۰۰۰,1391,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,دنده‌ای,نقدی,۱۱۴٬۰۰۰٬۰۰۰ تومان
۸٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,"نقدی و قسطی, قابل معاوضه",برای معاوضه
۱۰٬۰۰۰,1401,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی,توافقی
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی و قسطی,توافقی
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی,۴۰۳٬۰۰۰٬۰۰۰ تومان
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,"نقدی, قابل معاوضه",برای معاوضه
۰,1400,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,دنده‌ای,نقدی,۳۳۰٬۰۰۰٬۰۰۰ تومان
۴۴٬۰۰۰,1398,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی و قسطی,توافقی
۸۸٬۰۰۰,2014,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,اتوماتیک,نقدی,توافقی
۱۶۹٬۰۰۰,1393,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,دنده‌ای,نقدی,۲۱۷٬۰۰۰٬۰۰۰ تومان
۸۱٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,نقدی,توافقی
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,قسطی,۴۷۶٬۰۰۰٬۰۰۰ تومان
۶۰٬۰۰۰,1398,سفید صدفی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,اتوماتیک,نقدی,توافقی
۰,1401,نقره‌ای,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی و قسطی,توافقی
۰,1401,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی,توافقی
۱۰۰٬۰۰۰,2017,سفید صدفی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی و قسطی,۱٬۶۳۰٬۰۰۰٬۰۰۰ تومان
۲۷٬۰۰۰,1398,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,دنده‌ای,نقدی,۱۸۳٬۵۰۰٬۰۰۰ تومان
۰,1401,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,قسطی,توافقی
۸۴٬۰۰۰,2018,خاکستری,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی,۱٬۵۲۵٬۰۰۰٬۰۰۰ تومان
۰,1401,خاکستری,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,قسطی,۸۹۷٬۰۰۰٬۰۰۰ تومان
۰,1400,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی و قسطی,توافقی
۰,1401,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,قسطی,۷۵۴٬۰۰۰٬۰۰۰ تومان
۰,1401,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی,۱٬۲۵۶٬۰۰۰٬۰۰۰ تومان
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی,غیرقابل نمایش
۵۴٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,اتوماتیک,نقدی,۳۹۵٬۰۰۰٬۰۰۰ تومان
